id,flag_inside,flag_outside
320,True,False
321,True,False
322,True,False
323,True,False
324,True,False
325,True,False
326,True,False
327,True,False
328,True,False
329,True,False
330,True,False
331,True,False
332,True,False
333,True,False
334,True,False
335,True,False
336,True,False
337,True,False
338,True,False
339,True,False
340,True,False
341,True,False
342,True,False
343,True,False
344,True,False
345,True,False
346,True,False
347,True,False
348,True,False
349,True,False
350,True,False
351,True,False
352,True,False
353,True,False
354,True,False
355,True,False
356,True,False
357,True,False
358,True,False
359,True,False
360,True,False
361,True,False
362,True,False
363,True,False
364,True,False
365,True,False
366,True,False
367,True,False
368,True,False
369,True,False
370,True,False
371,True,False
372,True,False
373,True,False
374,True,False
375,True,False
376,True,False
377,False,True
378,True,False
379,True,False
380,True,False
381,True,False
382,True,False
383,True,False
384,True,False
385,False,True
386,True,False
387,True,False
388,True,False
389,True,False
390,True,False
391,True,False
392,True,False
393,True,False
394,True,False
395,True,False
396,True,False
397,True,False
398,True,False
399,True,False
400,True,False
401,True,False
402,True,False
403,True,False
404,True,False
405,True,False
406,True,False
407,True,False
408,True,False
409,True,False
410,True,False
411,True,False
412,True,False
413,True,False
414,True,False
415,True,False
416,True,False
417,True,False
418,True,False
419,True,False
420,True,False
421,True,False
422,True,False
423,True,False
424,True,False
425,True,False
426,False,True
427,True,False
428,True,False
429,True,False
430,True,False
431,True,False
432,True,False
433,True,False
434,True,False
435,True,False
436,True,False
437,True,False
438,True,False
439,True,False
440,True,False
441,False,True
442,True,False
443,True,False
444,True,False
445,True,False
446,True,False
447,True,False
448,True,False
449,True,False
450,True,False
451,False,True
452,True,False
453,True,False
454,False,True
455,True,False
456,True,False
457,True,False
458,True,False
459,True,False
460,True,False
461,True,False
462,True,False
463,True,False
464,True,False
465,True,False
466,True,False
467,True,False
468,True,False
469,True,False
470,True,False
471,True,False
472,True,False
473,True,False
474,True,False
475,True,False
476,True,False
477,False,True
478,True,False
479,True,False
480,True,False
481,True,False
482,True,False
483,True,False
484,True,False
485,True,False
486,True,False
487,True,False
488,True,False
489,True,False
490,True,False
491,True,False
492,True,False
493,True,False
494,True,False
495,True,False
496,True,False
497,True,False
498,True,False
499,True,False
500,True,False
501,True,False
502,True,False
503,True,False
504,True,False
505,True,False
506,True,False
507,True,False
508,True,False
509,True,False
510,True,False
511,True,False
512,True,False
513,True,False
514,True,False
515,True,False
516,True,False
517,True,False
518,False,True
519,True,False
520,True,False
521,True,False
522,True,False
523,True,False
524,True,False
525,True,False
526,True,False
527,True,False
528,True,False
529,True,False
530,True,False
531,True,False
532,True,False
533,True,False
534,True,False
535,True,False
536,True,False
537,True,False
538,True,False
539,True,False
540,True,False
541,True,False
542,True,False
543,True,False
544,True,False
545,True,False
546,True,False
547,True,False
548,True,False
549,True,False
550,True,False
551,True,False
552,True,False
553,True,False
554,True,False
555,True,False
556,True,False
557,True,False
558,True,False
559,True,False
560,True,False
561,True,False
562,False,True
563,True,False
564,True,False
565,True,False
566,True,False
567,False,True
568,True,False
569,True,False
570,True,False
571,True,False
572,True,False
573,True,False
574,False,True
575,True,False
576,True,False
577,True,False
578,True,False
579,True,False
580,True,False
581,True,False
582,True,False
583,True,False
584,True,False
585,True,False
586,True,False
587,True,False
588,True,False
589,True,False
590,True,False
591,True,False
592,True,False
593,True,False
594,True,False
595,True,False
596,True,False
597,True,False
598,True,False
599,True,False
600,True,False
601,True,False
602,True,False
603,True,False
604,True,False
605,True,False
606,True,False
607,True,False
608,True,False
609,True,False
610,True,False
611,True,False
612,False,True
613,True,False
614,True,False
615,True,False
616,True,False
617,True,False
618,True,False
619,True,False
620,True,False
621,True,False
622,True,False
623,True,False
624,True,False
625,True,False
626,False,True
627,True,False
628,True,False
629,True,False
630,True,False
631,True,False
632,True,False
633,True,False
634,True,False
635,True,False
636,True,False
637,True,False
638,True,False
639,True,False
640,True,False
641,True,False
642,True,False
643,True,False
644,True,False
645,True,False
646,True,False
647,True,False
648,True,False
649,True,False
650,True,False
651,True,False
652,True,False
653,True,False
654,True,False
655,True,False
656,True,False
657,True,False
658,True,False
659,True,False
660,True,False
661,True,False
662,True,False
663,True,False
664,True,False
665,True,False
666,True,False
667,True,False
668,True,False
669,True,False
670,True,False
671,True,False
672,True,False
673,True,False
674,True,False
675,True,False
676,True,False
677,True,False
678,True,False
679,True,False
680,True,False
681,True,False
682,True,False
683,True,False
684,True,False
685,True,False
686,True,False
687,True,False
688,True,False
689,True,False
690,True,False
691,True,False
692,True,False
693,True,False
694,True,False
695,True,False
696,True,False
697,True,False
698,True,False
699,True,False
700,True,False
701,True,False
702,True,False
703,True,False
704,True,False
705,True,False
706,True,False
707,True,False
708,True,False
709,True,False
710,True,False
711,True,False
712,True,False
713,True,False
714,True,False
715,True,False
716,True,False
717,True,False
718,True,False
719,True,False
720,True,False
721,True,False
722,True,False
723,True,False
724,True,False
725,True,False
726,True,False
727,False,True
728,False,True
729,True,False
730,True,False
731,True,False
732,True,False
733,True,False
734,True,False
735,True,False
736,True,False
737,True,False
738,True,False
739,True,False
740,True,False
741,True,False
742,True,False
743,True,False
744,True,False
745,True,False
746,True,False
747,True,False
748,True,False
749,True,False
750,True,False
751,True,False
752,True,False
753,True,False
754,True,False
755,False,True
756,True,False
757,True,False
758,True,False
759,True,False
760,True,False
761,True,False
762,True,False
763,True,False
764,True,False
765,True,False
766,True,False
767,True,False
768,True,False
769,True,False
770,True,False
771,True,False
772,True,False
773,True,False
774,False,True
775,True,False
776,True,False
777,True,False
778,True,False
779,True,False
780,True,False
781,True,False
782,True,False
783,True,False
784,True,False
785,True,False
786,True,False
787,True,False
788,True,False
789,True,False
790,True,False
791,True,False
792,True,False
793,True,False
794,False,True
795,False,True
796,True,False
797,True,False
798,True,False
799,True,False
800,True,False
801,True,False
802,True,False
803,True,False
804,True,False
805,True,False
806,True,False
807,True,False
808,True,False
809,True,False
810,True,False
811,True,False
812,True,False
813,True,False
814,True,False
815,True,False
816,True,False
817,True,False
818,True,False
819,True,False
820,True,False
821,True,False
822,True,False
823,True,False
824,True,False
825,False,True
826,True,False
827,True,False
828,True,False
829,True,False
830,True,False
831,True,False
832,True,False
833,True,False
834,True,False
835,True,False
836,True,False
837,True,False
838,True,False
839,True,False
840,True,False
841,True,False
842,True,False
843,True,False
844,True,False
845,True,False
846,True,False
847,True,False
848,True,False
849,True,False
850,True,False
851,True,False
852,True,False
853,True,False
854,True,False
855,True,False
856,True,False
857,True,False
858,True,False
859,True,False
860,True,False
861,True,False
862,True,False
863,True,False
864,True,False
865,False,True
866,True,False
867,True,False
868,True,False
869,True,False
870,True,False
871,True,False
872,True,False
873,True,False
874,True,False
875,True,False
876,True,False
877,True,False
878,True,False
879,True,False
880,True,False
881,True,False
882,True,False
883,True,False
884,True,False
885,True,False
886,True,False
887,True,False
888,True,False
889,True,False
890,True,False
891,True,False
892,True,False
893,True,False
894,True,False
895,True,False
896,True,False
897,True,False
898,True,False
899,True,False
900,True,False
901,True,False
902,True,False
903,True,False
904,True,False
905,False,True
906,True,False
907,True,False
908,True,False
909,True,False
910,True,False
911,True,False
912,False,True
913,True,False
914,True,False
915,True,False
916,True,False
917,True,False
918,True,False
919,True,False
920,True,False
921,True,False
922,True,False
923,False,True
924,True,False
925,True,False
926,True,False
927,True,False
928,True,False
929,True,False
930,True,False
931,True,False
932,True,False
933,True,False
934,True,False
935,True,False
936,True,False
937,True,False
938,True,False
939,True,False
940,True,False
941,True,False
942,True,False
943,True,False
944,True,False
945,True,False
946,True,False
947,True,False
948,True,False
949,True,False
950,True,False
951,True,False
952,True,False
953,True,False
954,True,False
955,True,False
956,True,False
957,True,False
958,True,False
959,True,False
960,True,False
961,True,False
962,True,False
963,True,False
964,True,False
965,True,False
966,True,False
967,True,False
968,True,False
969,True,False
970,True,False
971,True,False
972,True,False
973,True,False
974,True,False
975,True,False
976,True,False
977,True,False
978,True,False
979,True,False
980,True,False
981,True,False
982,True,False
983,True,False
984,True,False
985,True,False
986,True,False
987,True,False
988,True,False
989,True,False
990,True,False
991,True,False
992,True,False
993,True,False
994,True,False
995,True,False
996,True,False
997,False,True
998,True,False
999,True,False
1000,True,False
1001,True,False
1002,True,False
1003,True,False
1004,True,False
1005,True,False
1006,True,False
1007,True,False
1008,True,False
1009,True,False
1010,True,False
1011,True,False
1012,True,False
1013,True,False
1014,True,False
1015,True,False
1016,True,False
1017,True,False
1018,True,False
1019,True,False
1020,True,False
1021,True,False
1022,True,False
1023,True,False
1024,True,False
1025,True,False
1026,True,False
1027,True,False
1028,True,False
1029,True,False
1030,True,False
1031,True,False
1032,False,True
1033,True,False
1034,True,False
1035,True,False
1036,True,False
1037,True,False
1038,True,False
1039,True,False
1040,True,False
1041,True,False
1042,True,False
1043,True,False
1044,True,False
1045,True,False
1046,True,False
1047,True,False
1048,True,False
1049,False,True
1050,True,False
1051,True,False
1052,True,False
1053,True,False
1054,True,False
1055,True,False
1056,True,False
1057,True,False
1058,True,False
1059,True,False
1060,True,False
1061,True,False
1062,True,False
1063,True,False
1064,True,False
1065,True,False
1066,True,False
1067,False,True
1068,True,False
1069,True,False
1070,True,False
1071,True,False
1072,True,False
1073,True,False
1074,True,False
1075,True,False
1076,True,False
1077,True,False
1078,True,False
1079,True,False
1080,True,False
1081,True,False
1082,True,False
1083,True,False
1084,True,False
1085,True,False
1086,True,False
1087,True,False
1088,False,True
1089,True,False
1090,True,False
1091,True,False
1092,True,False
1093,True,False
1094,True,False
1095,True,False
1096,True,False
1097,False,True
1098,True,False
1099,True,False
1100,True,False
1101,True,False
1102,True,False
1103,True,False
1104,True,False
1105,True,False
1106,True,False
1107,True,False
1108,True,False
1109,True,False
1110,True,False
1111,True,False
1112,True,False
1113,True,False
1114,True,False
1115,True,False
1116,True,False
1117,True,False
1118,True,False
1119,True,False
1120,True,False
1121,True,False
1122,True,False
1123,True,False
1124,True,False
1125,True,False
1126,False,True
1127,True,False
1128,True,False
1129,True,False
1130,True,False
1131,True,False
1132,False,True
1133,True,False
1134,True,False
1135,True,False
1136,True,False
1137,True,False
1138,True,False
1139,True,False
1140,True,False
1141,True,False
1142,True,False
1143,True,False
1144,True,False
1145,True,False
1146,True,False
1147,True,False
1148,True,False
1149,True,False
1150,True,False
1151,True,False
1152,True,False
1153,True,False
1154,True,False
1155,True,False
1156,True,False
1157,True,False
1158,True,False
1159,True,False
1160,True,False
1161,True,False
1162,True,False
1163,True,False
1164,True,False
1165,True,False
1166,True,False
1167,True,False
1168,True,False
1169,True,False
1170,True,False
1171,True,False
1172,True,False
1173,True,False
1174,True,False
1175,True,False
1176,True,False
1177,True,False
1178,True,False
1179,True,False
1180,True,False
1181,True,False
1182,False,True
1183,True,False
1184,True,False
1185,True,False
1186,True,False
1187,True,False
1188,True,False
1189,True,False
1190,True,False
1191,True,False
1192,True,False
1193,True,False
1194,True,False
1195,True,False
1196,True,False
1197,True,False
1198,True,False
1199,True,False
1200,True,False
1201,True,False
1202,True,False
1203,True,False
1204,True,False
1205,True,False
1206,True,False
1207,True,False
1208,True,False
1209,True,False
1210,True,False
1211,True,False
1212,True,False
1213,True,False
1214,True,False
1215,True,False
1216,True,False
1217,True,False
1218,True,False
1219,True,False
1220,False,True
1221,False,True
1222,False,True
1223,True,False
1224,True,False
1225,True,False
1226,True,False
1227,True,False
1228,True,False
1229,True,False
1230,True,False
1231,True,False
1232,True,False
1233,True,False
1234,True,False
1235,True,False
1236,True,False
1237,True,False
1238,True,False
1239,True,False
1240,True,False
1241,True,False
1242,False,True
1243,True,False
1244,True,False
1245,True,False
1246,True,False
1247,True,False
1248,True,False
1249,True,False
1250,True,False
1251,True,False
1252,True,False
1253,True,False
1254,True,False
1255,True,False
1256,True,False
1257,True,False
1258,True,False
1259,True,False
1260,True,False
1261,True,False
1262,True,False
1263,True,False
1264,True,False
1265,True,False
1266,True,False
1267,True,False
1268,True,False
1269,True,False
1270,True,False
1271,True,False
1272,True,False
1273,True,False
1274,True,False
1275,True,False
1276,True,False
1277,True,False
1278,True,False
1279,True,False
1280,True,False
1281,True,False
1282,True,False
1283,True,False
1284,True,False
1285,True,False
1286,True,False
1287,True,False
1288,True,False
1289,True,False
1290,True,False
1291,False,True
1292,True,False
1293,True,False
1294,True,False
1295,True,False
1296,True,False
1297,True,False
1298,True,False
1299,True,False
1300,True,False
1301,True,False
1302,True,False
1303,True,False
1304,True,False
1305,True,False
1306,True,False
1307,True,False
1308,True,False
1309,True,False
1310,True,False
1311,True,False
1312,True,False
1313,True,False
1314,True,False
1315,True,False
1316,True,False
1317,False,True
1318,True,False
1319,True,False
1320,True,False
1321,True,False
1322,True,False
1323,True,False
1324,True,False
1325,True,False
1326,True,False
1327,True,False
1328,True,False
1329,True,False
1330,True,False
1331,True,False
1332,True,False
1333,True,False
1334,True,False
1335,True,False
1336,True,False
1337,True,False
1338,True,False
1339,True,False
1340,True,False
1341,True,False
1342,True,False
1343,True,False
1344,True,False
1345,True,False
1346,True,False
1347,True,False
1348,True,False
1349,True,False
1350,True,False
1351,True,False
1352,True,False
1353,True,False
1354,True,False
1355,True,False
1356,True,False
1357,True,False
1358,True,False
1359,True,False
1360,True,False
1361,True,False
1362,True,False
1363,True,False
1364,True,False
1365,True,False
1366,True,False
1367,True,False
1368,True,False
1369,True,False
1370,True,False
1371,True,False
1372,True,False
1373,True,False
1374,True,False
1375,True,False
1376,True,False
1377,True,False
1378,True,False
1379,True,False
1380,True,False
1381,True,False
1382,True,False
1383,True,False
1384,True,False
1385,True,False
1386,True,False
1387,True,False
1388,True,False
1389,True,False
1390,True,False
1391,True,False
1392,True,False
1393,False,True
1394,True,False
1395,True,False
1396,True,False
1397,False,True
1398,True,False
1399,True,False
1400,True,False
1401,True,False
1402,True,False
1403,True,False
1404,True,False
1405,True,False
1406,True,False
1407,True,False
1408,True,False
1409,True,False
1410,True,False
1411,True,False
1412,True,False
1413,True,False
1414,True,False
1415,True,False
1416,True,False
1417,True,False
1418,True,False
1419,True,False
1420,True,False
1421,True,False
1422,True,False
1423,True,False
1424,True,False
1425,True,False
1426,True,False
1427,True,False
1428,True,False
1429,True,False
1430,True,False
1431,True,False
1432,True,False
1433,True,False
1434,True,False
1435,True,False
1436,True,False
1437,False,True
1438,True,False
1439,True,False
1440,True,False
1441,True,False
1442,True,False
1443,True,False
1444,True,False
1445,True,False
1446,True,False
1447,True,False
1448,True,False
1449,True,False
1450,True,False
1451,True,False
1452,True,False
1453,True,False
1454,True,False
1455,True,False
1456,True,False
1457,True,False
1458,False,True
1459,True,False
1460,True,False
1461,True,False
1462,True,False
1463,True,False
1464,True,False
1465,True,False
1466,True,False
1467,True,False
1468,True,False
1469,True,False
1470,True,False
1471,True,False
1472,True,False
1473,True,False
1474,True,False
1475,True,False
1476,True,False
1477,True,False
1478,True,False
1479,True,False
1480,True,False
1481,True,False
1482,True,False
1483,True,False
1484,True,False
1485,True,False
1486,True,False
1487,True,False
1488,True,False
1489,True,False
1490,True,False
1491,True,False
1492,True,False
1493,False,True
1494,True,False
1495,True,False
1496,True,False
1497,True,False
1498,True,False
1499,True,False
1500,True,False
1501,False,True
1502,True,False
1503,True,False
1504,True,False
1505,True,False
1506,True,False
1507,True,False
1508,False,True
1509,True,False
1510,True,False
1511,True,False
1512,True,False
1513,True,False
1514,True,False
1515,True,False
1516,True,False
1517,True,False
1518,True,False
1519,True,False
1520,True,False
1521,True,False
1522,True,False
1523,True,False
1524,True,False
1525,True,False
1526,True,False
1527,True,False
1528,True,False
1529,True,False
1530,True,False
1531,False,True
1532,True,False
1533,True,False
1534,True,False
1535,True,False
1536,True,False
1537,True,False
1538,True,False
1539,True,False
1540,True,False
1541,True,False
1542,True,False
1543,True,False
1544,True,False
1545,True,False
1546,True,False
1547,True,False
1548,True,False
1549,True,False
1550,True,False
1551,True,False
1552,True,False
1553,True,False
1554,True,False
1555,True,False
1556,True,False
1557,True,False
1558,True,False
1559,False,True
1560,True,False
1561,True,False
1562,True,False
1563,True,False
1564,True,False
1565,True,False
1566,True,False
1567,True,False
1568,True,False
1569,True,False
1570,True,False
1571,True,False
1572,True,False
1573,True,False
1574,True,False
1575,True,False
1576,True,False
1577,True,False
1578,True,False
1579,True,False
1580,True,False
1581,True,False
1582,True,False
1583,True,False
1584,True,False
1585,True,False
1586,True,False
1587,True,False
1588,False,True
1589,True,False
1590,True,False
1591,True,False
1592,True,False
1593,True,False
1594,True,False
1595,True,False
1596,True,False
1597,True,False
1598,True,False
1599,True,False
1600,False,True
1601,True,False
1602,True,False
1603,True,False
1604,True,False
1605,True,False
1606,True,False
1607,True,False
1608,True,False
1609,True,False
1610,True,False
1611,True,False
1612,True,False
1613,True,False
1614,True,False
1615,False,True
1616,True,False
1617,True,False
1618,True,False
1619,True,False
1620,True,False
1621,True,False
1622,True,False
1623,True,False
1624,True,False
1625,True,False
1626,True,False
1627,True,False
1628,True,False
1629,True,False
1630,True,False
1631,False,True
1632,True,False
1633,True,False
1634,True,False
1635,True,False
1636,True,False
1637,True,False
1638,True,False
1639,True,False
1640,True,False
1641,True,False
1642,True,False
1643,True,False
1644,True,False
1645,True,False
1646,True,False
1647,True,False
1648,True,False
1649,True,False
1650,True,False
1651,True,False
1652,True,False
1653,True,False
1654,True,False
1655,True,False
1656,True,False
1657,True,False
1658,True,False
1659,True,False
1660,True,False
1661,True,False
1662,True,False
1663,True,False
1664,True,False
1665,True,False
1666,True,False
1667,True,False
1668,True,False
1669,True,False
1670,True,False
1671,True,False
1672,True,False
1673,True,False
1674,False,True
1675,True,False
1676,True,False
1677,True,False
1678,True,False
1679,True,False
1680,True,False
1681,True,False
1682,True,False
1683,True,False
1684,True,False
1685,True,False
1686,True,False
1687,True,False
1688,True,False
1689,True,False
1690,True,False
1691,True,False
1692,False,True
1693,True,False
1694,True,False
1695,True,False
1696,True,False
1697,True,False
1698,True,False
1699,True,False
1700,True,False
1701,True,False
1702,True,False
1703,True,False
1704,True,False
1705,True,False
1706,True,False
1707,True,False
1708,True,False
1709,True,False
1710,True,False
1711,True,False
1712,True,False
1713,True,False
1714,True,False
1715,True,False
1716,True,False
1717,True,False
1718,True,False
1719,True,False
1720,True,False
1721,False,True
1722,True,False
1723,True,False
1724,True,False
1725,True,False
1726,True,False
1727,True,False
1728,True,False
1729,True,False
1730,True,False
1731,True,False
1732,True,False
1733,True,False
1734,True,False
1735,True,False
1736,True,False
1737,True,False
1738,True,False
1739,True,False
1740,True,False
1741,True,False
1742,True,False
1743,True,False
1744,True,False
1745,True,False
1746,True,False
1747,True,False
1748,True,False
1749,True,False
1750,True,False
1751,True,False
1752,True,False
1753,True,False
1754,True,False
1755,True,False
1756,True,False
1757,True,False
1758,True,False
1759,True,False
1760,True,False
1761,True,False
1762,True,False
1763,True,False
1764,True,False
1765,False,True
1766,True,False
1767,False,True
1768,True,False
1769,True,False
1770,True,False
1771,True,False
1772,True,False
1773,True,False
1774,True,False
1775,True,False
1776,True,False
1777,True,False
1778,True,False
1779,False,True
1780,True,False
1781,True,False
1782,True,False
1783,True,False
1784,True,False
1785,True,False
1786,True,False
1787,True,False
1788,True,False
1789,True,False
1790,True,False
1791,True,False
1792,True,False
1793,True,False
1794,True,False
1795,True,False
1796,True,False
1797,True,False
1798,True,False
1799,True,False
1800,True,False
1801,True,False
1802,True,False
1803,True,False
1804,True,False
1805,True,False
1806,True,False
1807,True,False
1808,True,False
1809,True,False
1810,True,False
1811,False,True
1812,True,False
1813,True,False
1814,True,False
1815,True,False
1816,True,False
1817,True,False
1818,True,False
1819,True,False
1820,True,False
1821,True,False
1822,True,False
1823,True,False
1824,True,False
1825,True,False
1826,True,False
1827,True,False
1828,True,False
1829,True,False
1830,True,False
1831,True,False
1832,True,False
1833,True,False
1834,True,False
1835,True,False
1836,True,False
1837,True,False
1838,True,False
1839,True,False
1840,True,False
1841,False,True
1842,True,False
1843,True,False
1844,True,False
1845,True,False
1846,True,False
1847,True,False
1848,True,False
1849,True,False
1850,True,False
1851,True,False
1852,True,False
1853,True,False
1854,True,False
1855,True,False
1856,True,False
1857,True,False
1858,True,False
1859,True,False
1860,True,False
1861,True,False
1862,True,False
1863,True,False
1864,True,False
1865,True,False
1866,True,False
1867,True,False
1868,True,False
1869,True,False
1870,True,False
1871,True,False
1872,True,False
1873,True,False
1874,True,False
1875,True,False
1876,True,False
1877,True,False
1878,True,False
1879,True,False
1880,True,False
1881,True,False
1882,True,False
1883,True,False
1884,False,True
1885,True,False
1886,True,False
1887,True,False
1888,True,False
1889,True,False
1890,False,True
1891,True,False
1892,False,True
1893,True,False
1894,True,False
1895,True,False
1896,True,False
1897,True,False
1898,True,False
1899,True,False
1900,True,False
1901,True,False
1902,True,False
1903,True,False
1904,True,False
1905,False,True
1906,True,False
1907,True,False
1908,False,True
1909,True,False
1910,True,False
1911,True,False
1912,True,False
1913,True,False
1914,True,False
1915,True,False
1916,True,False
1917,True,False
1918,True,False
1919,True,False
1920,True,False
1921,True,False
1922,True,False
1923,True,False
1924,True,False
1925,True,False
1926,True,False
1927,True,False
1928,True,False
1929,True,False
1930,True,False
1931,True,False
1932,True,False
1933,False,True
1934,True,False
1935,True,False
1936,True,False
1937,True,False
1938,True,False
1939,True,False
1940,True,False
1941,True,False
1942,True,False
1943,True,False
1944,True,False
1945,True,False
1946,True,False
1947,True,False
1948,True,False
1949,True,False
1950,True,False
1951,True,False
1952,True,False
1953,True,False
1954,True,False
1955,True,False
1956,True,False
1957,False,True
1958,True,False
1959,True,False
1960,True,False
1961,True,False
1962,True,False
1963,True,False
1964,True,False
1965,True,False
1966,True,False
1967,True,False
1968,True,False
1969,True,False
1970,True,False
1971,True,False
1972,True,False
1973,True,False
1974,True,False
1975,True,False
1976,True,False
1977,True,False
1978,True,False
1979,True,False
1980,True,False
1981,True,False
1982,True,False
1983,True,False
1984,True,False
1985,True,False
1986,True,False
1987,True,False
1988,True,False
1989,True,False
1990,True,False
1991,True,False
1992,True,False
1993,True,False
1994,True,False
1995,True,False
1996,True,False
1997,True,False
1998,True,False
1999,True,False
2000,True,False
2001,True,False
2002,True,False
2003,True,False
2004,True,False
2005,True,False
2006,True,False
2007,True,False
2008,True,False
2009,True,False
2010,True,False
2011,True,False
2012,True,False
2013,True,False
2014,True,False
2015,True,False
2016,True,False
2017,True,False
2018,True,False
2019,True,False
2020,True,False
2021,True,False
2022,True,False
2023,True,False
2024,True,False
2025,True,False
2026,True,False
2027,True,False
2028,True,False
2029,True,False
2030,True,False
2031,True,False
2032,True,False
2033,True,False
2034,True,False
2035,True,False
2036,True,False
2037,True,False
2038,True,False
2039,True,False
2040,True,False
2041,True,False
2042,True,False
2043,True,False
2044,True,False
2045,True,False
2046,True,False
2047,True,False
2048,True,False
2049,True,False
2050,False,True
2051,True,False
2052,False,True
2053,True,False
2054,True,False
2055,True,False
2056,True,False
2057,True,False
2058,True,False
2059,True,False
2060,True,False
2061,True,False
2062,True,False
2063,True,False
2064,True,False
2065,True,False
2066,True,False
2067,True,False
2068,True,False
2069,True,False
2070,True,False
2071,True,False
2072,True,False
2073,True,False
2074,True,False
2075,True,False
2076,True,False
2077,True,False
2078,True,False
2079,True,False
2080,True,False
2081,True,False
2082,True,False
2083,True,False
2084,True,False
2085,True,False
2086,True,False
2087,True,False
2088,True,False
2089,True,False
2090,True,False
2091,True,False
2092,True,False
2093,True,False
2094,True,False
2095,True,False
2096,True,False
2097,True,False
2098,True,False
2099,True,False
2100,True,False
2101,True,False
2102,True,False
2103,True,False
2104,True,False
2105,True,False
2106,True,False
2107,False,True
2108,True,False
2109,True,False
2110,True,False
2111,True,False
2112,True,False
2113,True,False
2114,True,False
2115,True,False
2116,True,False
2117,True,False
2118,True,False
2119,True,False
2120,True,False
2121,True,False
2122,True,False
2123,True,False
2124,True,False
2125,True,False
2126,True,False
2127,True,False
2128,True,False
2129,True,False
2130,True,False
2131,True,False
2132,True,False
2133,False,True
2134,True,False
2135,True,False
2136,True,False
2137,True,False
